Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2017,8,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,1,2,,,,Undetermined water,,
2017,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Community,
2017,9,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,5,3,4,1,4,,,,Drinking water,Community,
2017,9,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2017,9,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,2,3,1,3,,,,Drinking water,Community,
2017,10,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,2,2,2,0,2,,,,Drinking water,Other,
2017,10,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Community,
2017,10,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,1,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,10,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,,2,2,2,,,,,,,,
2017,10,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2017,10,Virginia,Water,Legionella pneumophila,,Confirmed,Residence - Multi-unit housing,2,2,2,1,2,,,,Other/Environmental water,,
2017,10,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,11,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,6,6,6,0,6,,,,Undetermined water,,
2017,11,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,0,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,2,2,2,0,2,,,,Undetermined water,,
2017,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2017,12,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,0,3,,,,Drinking water,Community,
2017,12,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Other,
2016,1,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,17,1,17,0,17,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2016,1,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,8,8,8,1,8,,,,Drinking water,Community,
2016,1,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,0,3,,,,Other/Environmental water,,
2016,1,Arizona,Water,Legionella pneumophila,serogroup 1,Suspected,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2016,2,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,3,3,1,3,,,,Drinking water,Community,
2016,2,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,5,2,5,0,5,,,,Drinking water,Community,
2016,3,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2016,3,Florida,Water,Legionella pneumophila,serogroup 1,Suspected,Camp/cabin,2,1,2,0,2,,,,Drinking water,Individual/Private,
2016,3,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,5,5,5,2,5,,,,Drinking water,Community,
2016,3,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,0,2,,,,Undetermined water,,
2016,3,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,4,2,4,0,4,,,,Drinking water,Community,
2016,3,Kansas,Water,Legionella pneumophila,serogroup 2-14,Suspected,Hotel/motel,16,0,16,0,16,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2016,4,Colorado,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 6,Confirmed; Confirmed,Hotel/motel,5,3,5,0,5,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2016,4,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,2,2,2,1,2,,,,Drinking water,Community,
2016,4,Hawaii,Water,Legionella unknown; Legionella pneumophila; Legionella pneumophila,serogroup 1; unknown,Confirmed; Confirmed; Confirmed,Apartment/Condo,2,2,2,0,2,,,,Drinking water,Community,
2016,5,Idaho,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hotel/motel,5,5,5,0,2,,,,Undetermined water,,
2016,5,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2016,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2016,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2016,5,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,3,3,3,0,3,,,,Drinking water,Community,
2016,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,6,0,6,0,6,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2016,5,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,4,1,4,0,4,,,,Drinking water,Community,
2016,5,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Casino,2,1,1,0,1,,,,Drinking water,Community,
2016,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,6,3,6,1,6,,,,Drinking water,Unknown,
2016,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,0,0,0,2,,,,Drinking water,Community,
2016,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,2,1,2,0,2,,,,Undetermined water,,
2016,6,North Dakota,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,2,2,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2016,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,6,6,6,0,6,,,,Drinking water,Community,
2016,7,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2016,7,Tennessee,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,42,24,42,0,42,,,,Drinking water,Community,
2016,7,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2016,7,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,1,3,0,2,,,,Drinking water,Community,
2016,7,Montana,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Other/Environmental water,,
2016,7,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,6,2,6,0,6,,,,Drinking water,Community,
2016,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,6,5,6,1,1,,,,Other/Environmental water,,
2016,7,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,5,5,2,5,,,,Drinking water,Community,
2016,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,7,4,4,0,3,,,,Undetermined water,Community,
2016,8,New York,Water,Legionella pneumophila; Legionella other; Legionella pneumophila,serogroup 4; ; serogroup 1,Confirmed; Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,4,4,4,0,3,,,,Drinking water,Community,
2016,8,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,1,0,1,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2016,8,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Other,4,4,4,0,4,,,,Drinking water,Community,
2016,8,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,0,3,,,,Drinking water,Community,
2016,8,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Military facility,3,3,3,0,3,,,,Undetermined water,,
2016,8,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Factory/industrial facility,24,18,24,1,24,,,,Other/Environmental water,,
2016,8,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,7,7,7,2,7,,,,Undetermined water,,
2016,9,Georgia,Water,Legionella pneumophila,,Confirmed,,2,2,2,0,2,,,,,,
2016,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2016,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,21,14,20,,,,,,Undetermined water,,
2016,9,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Suspected; Suspected,Long-term care/nursing home/assisted living facility,3,2,3,0,3,,,,Drinking water,Community,
2016,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,2,2,,,,,,Undetermined water,,
2016,9,Kansas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2016,9,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,1,2,,,,Drinking water,Community,
2016,9,Colorado,Water,Legionella unknown; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Assisted Living/Rehab,2,2,2,0,2,,,,Drinking water,Community,
2016,9,Texas,Water,Legionella unknown,,Confirmed,Unknown,4,4,4,0,0,,,,Recreational water -- treated,Unknown,
2016,10,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,5,5,0,5,,,,Drinking water,Community,
2016,10,New York,Water,Legionella pneumophila,serogroup 1,Suspected,Hospital,4,2,4,0,4,,,,Drinking water,Non-Transient Non-Community,
2016,10,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,2,3,0,3,,,,Drinking water,Unknown,
2016,10,Georgia,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; unknown,Confirmed; Confirmed,Hotel/motel,2,1,1,0,2,,,,Drinking water,Community,
2016,11,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,3,3,0,4,,,,Drinking water,Community,
2016,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,6,6,6,1,6,,,,Other/Environmental water,,
2016,11,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Community,
2016,11,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,2,3,,,,Drinking water,Community,
2016,11,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,3,3,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2016,12,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,6,3,4,,,,,,Undetermined water,,
2016,12,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,4,4,4,1,4,,,,Drinking water,Unknown,
2016,12,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,,3,1,3,0,3,,,,,,
2015,1,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort;Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2015,1,New York,Water,Legionella pneumophila,serogroup 1 and 6,Confirmed,Hospital,4,4,4,1,4,,,,Drinking water,Community,
2015,2,Florida,Water,Legionella unknown,,Confirmed,Private home/residence,3,1,3,0,3,,,,Drinking water,Community,
2015,3,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2015,3,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 4,Confirmed; Confirmed,Hospital,5,3,4,1,4,,,,Drinking water,Community,
2015,3,Missouri,Water,Legionella pneumophila,serogroup 1,Confirmed,,3,,,1,3,,,,,,
2015,4,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2015,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Undetermined water,,
2015,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,7,4,5,0,6,,,,Undetermined water,,
2015,5,Ohio,Water,Legionella pneumophila,serogroup 5,Confirmed,Office/indoor workplace,20,11,20,0,20,,,,Other/Environmental water,,
2015,5,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,43,43,43,5,43,,,,Drinking water,Community,
2015,5,Louisiana,Water,Legionella pneumophila,,Confirmed,,9,,,0,9,,,,,,
2015,6,Louisiana,Water,Legionella pneumophila,,Confirmed,,6,1,5,0,6,,,,,,
2015,6,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,3,0,3,,,,Undetermined water,,
2015,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,7,7,7,2,7,,,,Drinking water,Community,
2015,6,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,6,6,6,1,6,,,,Other/Environmental water,,
2015,6,Florida,Water,Legionella pneumophila,unknown,Confirmed,Resort,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2015,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Other/Environmental water,Community,
2015,7,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Casino,2,2,2,0,2,,,,Drinking water,Individual/Private,
2015,7,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,0,3,,,,Drinking water,Community,
2015,7,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2015,7,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,58,36,58,13,58,,,,Drinking water,Individual/Private,
2015,8,Kentucky,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,3,2,2,0,0,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2015,8,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Religious facility,2,2,2,0,2,,,,Undetermined water,,
2015,9,North Dakota,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,1,1,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2015,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,6,4,4,0,3,,,,Undetermined water,,
2015,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2015,10,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,1,2,0,3,,,,Drinking water,Community,
2015,10,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Unknown,10,10,10,0,10,,,,Other/Environmental water,,
2015,10,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,1,2,0,2,,,,Drinking water,Unknown,
2015,11,Florida,Water,Legionella pneumophila,unknown,Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Community,
2015,11,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2015,11,Florida,Water,Legionella pneumophila,unknown,Confirmed,Assisted Living/Rehab,5,4,5,0,5,,,,Drinking water,Community,
2015,12,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,1,1,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2015,12,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Restaurant,2,2,2,0,2,,,,Drinking water,Community,
2015,12,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2015,12,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2015,12,Georgia,Water,Legionella pneumophila,,Suspected,Hospital,4,4,4,1,4,,,,Drinking water,Community,
2015,12,Georgia,Water,Legionella pneumophila,serogroup 1,Suspected,Factory/industrial facility,6,6,6,0,6,,,,Drinking water,Community,
2014,1,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,,6,6,6,0,6,,,,,,
2014,1,California,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,2,2,2,0,2,,,,Undetermined water,,
2014,2,Kansas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,0,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,2,Pennsylvania,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1 and 5,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,5,5,5,0,5,,,,Drinking water,Community,
2014,3,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,3,Alabama,Water,Legionella pneumophila; Legionella pneumophila,"serogroup 1; serogroup 1, MAb (2)",Confirmed; Confirmed,Hospital,9,7,9,2,9,,,,Drinking water,Community,
2014,3,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,2,4,1,4,,,,Undetermined water,,
2014,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,6,6,6,0,5,,,,Drinking water,Community,
2014,4,California,Water,Legionella pneumophila,serogroup 2-14,Confirmed,Assisted Living/Rehab,2,2,2,1,2,,,,Undetermined water,,
2014,4,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2014,4,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Drinking water,Community,
2014,4,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,2,4,1,4,,,,Undetermined water,,
2014,5,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,7,6,6,1,1,,,,Drinking water,Community,
2014,5,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,,5,5,5,0,5,,,,,,
2014,5,Alabama,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,0,,,,Recreational water -- treated,Unknown,
2014,5,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,0,,,,Undetermined water,,
2014,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Resort,2,2,2,0,2,,,,Drinking water,Community,
2014,6,California,Water,Legionella pneumophila,,Confirmed,Long-term care/nursing home/assisted living facility,6,1,6,1,6,,,,Drinking water,Community,
2014,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,2,3,0,3,,,,Drinking water,Community,
2014,6,Alabama,Water,Legionella pneumophila,serogroup 1,Suspected,Factory/industrial facility,35,6,35,0,0,,,,Other/Environmental water,,
2014,6,Kentucky,Water,Legionella pneumophila,,Confirmed,Long-term care/nursing home/assisted living facility,6,2,6,0,6,,,,Undetermined water,,
2014,6,West Virginia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,0,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,6,Kansas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Other;Community,
2014,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,0,2,0,2,,,,Drinking water,Community,
2014,6,New York,Water,Legionella unknown; Legionella pneumophila,serogroup 1,Suspected; Confirmed,Hospital;Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Undetermined water,,
2014,6,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,45,45,45,7,45,,,,Drinking water,Community,
2014,6,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,2,1,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,6,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,0,3,,,,Drinking water,Community,
2014,7,Alabama,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,12,1,11,0,11,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2014,7,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,1,1,0,1,,,,Drinking water,Community,
2014,7,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,2,3,1,3,,,,Drinking water,Community,
2014,7,Ohio,Water,Legionella pneumophila,serogroup 1,Suspected,Private home/residence,10,1,10,1,10,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,14,4,14,0,14,,,,Drinking water,Community,
2014,7,Kentucky,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,2,3,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,7,Virginia,Water,Legionella pneumophila,,Confirmed,Private home/residence,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Undetermined water,,
2014,8,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Hospital,7,7,7,2,7,,,,Undetermined water,,
2014,8,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Correctional/detention facility,2,2,2,0,2,,,,Drinking water,Community,
2014,8,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Religious facility,22,8,19,0,22,,,,Other/Environmental water,,
2014,8,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,6,4,6,0,6,,,,Drinking water,Community,
2014,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,3,5,3,5,,,,Drinking water,Community,
2014,9,Oregon,Water,Legionella pneumophila,,Confirmed,Apartment/Condo,4,4,4,1,4,,,,Drinking water,Community,
2014,10,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital;Long-term care/nursing home/assisted living facility,3,3,3,2,3,,,,Undetermined water,,
2014,10,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Mobile home/trailer park,2,1,2,2,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2014,10,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Undetermined water,,
2014,10,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Community,
2013,3,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,,2,1,2,0,2,,,,,,
2013,3,Hawaii,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,4,Texas,Water,Legionella pneumophila,,Suspected,Correctional/detention facility,3,3,3,0,3,,,,Undetermined water,,
2013,4,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,0,3,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,4,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,1,2,,,,Drinking water,Unknown,
2013,4,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Mobile home/trailer park,4,3,4,0,4,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,4,Rhode Island,Water,Legionella unknown; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Community,
2013,6,Tennessee,Water,Legionella unknown,,Confirmed,Fee-based facility/membership club,9,8,9,0,9,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Other,
2013,6,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,7,5,5,0,7,,,,Drinking water,Other;Community,
2013,6,Montana,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,6,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,11,1,11,0,11,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2013,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,1,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,6,Ohio,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 3,Confirmed; Confirmed,Hospital,39,32,39,6,39,,,,Other/Environmental water,,
2013,7,Ohio,Water,Legionella pneumophila; Legionella pneumophila,"serogroup 1; serogroup 1, MAb (1), Camperdown 1",Confirmed; Confirmed,Factory/industrial facility,3,2,3,1,3,,,,Other/Environmental water,,
2013,7,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Correctional/detention facility,6,3,6,0,5,,,,Other/Environmental water,,
2013,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,2,2,2,0,2,,,,Undetermined water,,
2013,7,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Recreational facility,5,4,5,0,5,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,7,New York,Water,Legionella unknown; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hospital;Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Undetermined water,,
2013,7,Tennessee,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
